Time,Voltage,Current,Vibration,Temperature,Health Score,Health Status
13:15:25,293.47,3.58,1.04,48.88,,
13:15:27,292.94,3.54,0.88,48.88,,
13:15:30,292.31,3.53,0.79,48.88,,
13:15:33,292.8,3.54,1.15,48.94,,
13:15:36,292.81,3.51,1.14,48.94,,
13:15:38,293.06,3.53,1.06,48.94,,
13:15:41,294.47,3.58,0.89,49.0,,
13:15:44,295.62,3.45,0.96,49.0,,
13:15:47,294.31,3.49,1.14,49.0,,
13:15:49,294.42,3.53,1.2,49.06,,
13:15:52,292.05,3.57,1.03,49.06,,
13:15:55,294.35,3.5,0.9,49.06,,
13:15:58,295.68,3.53,0.9,49.13,,
13:16:00,295.75,3.56,1.1,49.13,,
13:16:03,295.5,3.51,1.22,49.19,,
13:16:06,296.25,3.59,1.09,49.25,,
13:16:09,297.1,3.49,0.9,49.25,,
13:16:11,297.18,3.57,0.93,49.25,,
13:16:14,296.33,3.57,1.12,49.31,,
13:16:17,301.45,3.56,1.16,49.31,,
13:16:20,296.36,3.5,0.91,49.25,,
13:16:22,295.6,3.49,0.77,49.19,,
13:16:25,294.48,3.51,1.03,49.19,,
13:16:28,294.12,3.54,1.21,49.19,,
13:16:31,293.21,3.49,1.15,49.19,,
13:16:33,296.09,3.49,1.02,49.13,,
13:16:36,296.28,3.49,0.88,49.13,,
13:16:39,294.86,3.47,0.89,49.19,,
13:16:42,294.16,3.55,0.92,49.19,,
13:16:44,293.51,3.51,1.16,49.19,,
13:16:47,296.14,3.53,1.22,49.19,,
13:16:50,296.93,3.51,0.94,49.25,,
13:16:53,294.44,3.5,0.81,49.25,,
13:16:55,294.31,3.57,0.87,49.25,,
13:16:58,295.13,3.59,1.11,49.25,,
13:17:01,295.31,3.49,1.18,49.31,,
13:17:04,293.26,3.5,1.1,49.38,,
13:17:06,293.13,3.56,1.01,49.38,,
13:17:09,295.01,3.54,0.87,49.38,,
13:17:12,295.47,3.57,0.97,49.44,,
13:17:15,296.01,3.59,1.16,49.5,,
13:17:18,292.15,2.84,1.16,49.44,,
13:17:20,295.15,2.84,1.05,49.5,,
13:17:23,295.13,2.77,0.95,49.56,,
13:17:26,294.52,2.9,0.85,49.56,,
13:17:29,292.09,2.77,1.02,49.56,,
13:17:31,294.71,2.88,1.2,49.63,,
13:17:34,293.26,2.89,1.14,49.63,,
13:17:37,294.71,3.58,0.94,49.63,,
13:17:40,294.78,2.8,0.85,49.63,,
13:17:42,294.43,2.9,0.95,49.63,,
13:17:45,295.71,3.56,1.15,49.69,,
13:17:48,291.51,3.01,1.17,49.63,,
13:17:51,297.04,2.89,0.88,49.69,,
13:17:53,293.93,3.56,0.79,49.75,,
13:17:56,292.87,3.58,0.93,49.81,,
13:17:59,292.67,3.54,1.12,49.81,,
13:18:02,297.85,2.87,1.19,49.88,,
13:18:04,293.52,2.96,1.0,49.88,,
13:18:07,293.43,3.58,0.87,49.94,,
13:18:10,292.8,3.54,0.81,50.0,,
13:18:13,295.01,3.56,1.06,50.0,,
13:18:15,296.08,3.49,1.19,50.0,,
13:18:18,295.89,3.6,1.11,50.06,,
13:18:21,295.82,2.85,0.91,50.06,,
13:18:24,294.25,2.91,0.81,50.06,,
13:18:26,294.73,3.53,1.09,50.13,,
13:18:29,294.24,3.56,1.12,50.19,,
13:18:32,297.07,3.29,1.19,50.19,,
13:18:35,295.2,3.57,0.96,50.25,,
13:18:37,294.37,3.54,0.84,50.19,,
13:18:40,294.62,3.56,0.83,50.19,,
13:18:43,296.12,3.52,1.06,50.25,,
13:18:46,295.0,3.57,1.22,50.25,,
13:18:48,292.45,2.88,1.12,50.25,,
13:18:51,296.59,2.89,0.9,50.25,,
13:18:54,297.11,3.55,0.98,50.31,,
13:18:57,297.27,3.57,1.13,50.31,,
13:18:59,296.91,3.54,1.19,50.31,,
13:19:02,295.6,3.57,1.04,50.38,,
13:19:05,294.93,3.62,0.92,50.38,,
13:19:08,296.1,3.54,0.93,50.44,,
13:19:10,297.27,3.63,0.99,50.44,,
13:19:13,297.28,3.54,1.21,50.5,,
13:19:16,296.01,3.57,1.09,50.5,,
13:19:19,294.23,3.49,0.91,50.5,,
13:19:22,295.13,3.55,0.85,50.56,,
13:19:24,294.97,3.53,0.97,50.56,,
13:19:27,296.45,3.53,1.13,50.56,,
13:19:30,294.88,2.95,1.23,50.44,,
13:19:33,294.04,2.87,1.01,50.56,,
13:19:35,292.72,3.49,0.91,50.69,,
13:19:38,294.2,3.56,0.93,50.69,,
13:19:41,295.25,3.54,0.98,50.75,,
13:19:44,293.48,3.57,1.18,50.75,,
13:19:46,299.01,3.51,1.11,50.75,,
13:19:49,294.02,3.6,0.91,50.81,,
13:19:52,294.43,3.58,0.81,50.88,,
13:19:55,298.06,3.6,0.94,50.88,,
13:19:57,296.87,3.47,1.11,50.94,,
13:20:00,295.74,3.54,1.16,50.94,,
13:20:03,297.26,3.57,1.2,50.94,,
13:20:06,296.51,3.57,0.92,50.94,,
13:20:08,296.16,3.56,0.87,51.0,,
13:20:11,294.47,3.59,0.78,51.0,,
13:20:14,295.21,3.52,1.06,50.94,,
13:20:17,296.03,3.53,1.23,50.94,,
13:20:19,295.83,3.52,1.05,50.88,,
13:20:22,294.96,3.52,0.79,50.81,,
13:20:25,294.65,3.57,0.92,50.81,,
13:20:28,294.86,3.54,1.12,50.81,,
13:20:30,293.85,3.51,1.17,50.81,,
13:20:33,297.48,2.87,0.95,50.75,,
13:20:36,291.92,2.9,0.88,50.75,,
13:20:39,294.04,3.54,1.06,50.88,,
13:20:41,294.75,3.52,1.17,50.88,,
13:20:44,294.9,3.48,1.07,50.94,,
13:20:47,294.77,3.5,0.82,50.94,,
13:20:50,293.94,3.53,0.82,50.94,,
13:20:52,293.26,3.5,1.02,50.94,,
13:20:55,295.31,3.56,1.16,50.94,,
13:20:58,294.73,3.54,0.92,50.94,,
13:21:01,294.65,3.56,0.74,50.88,,
13:21:03,294.59,3.55,0.88,50.88,,
13:21:06,295.47,3.59,1.16,50.88,,
13:21:09,296.34,3.53,1.22,50.81,,
13:21:12,296.53,3.53,0.99,50.88,,
13:21:15,296.91,3.53,0.85,50.88,,
13:21:17,297.98,3.5,0.99,50.88,,
13:21:20,297.98,3.5,1.2,50.94,,
13:21:23,296.85,3.5,1.13,50.94,,
13:21:26,296.52,3.56,0.9,50.94,,
13:21:28,295.81,3.5,0.8,50.88,,
13:21:31,295.42,3.55,0.99,50.88,,
13:21:34,294.02,3.49,1.17,50.88,,
13:21:37,295.97,3.52,1.19,50.81,,
13:21:39,295.31,3.56,1.01,50.88,,
13:21:42,295.81,3.42,0.83,50.88,,
13:21:45,295.81,3.58,0.99,50.94,,
13:21:48,295.99,3.5,1.18,51.0,,
13:21:50,296.13,3.58,1.06,50.94,,
13:21:53,297.43,3.61,0.87,50.94,,
13:21:56,296.47,3.5,0.98,50.88,,
13:21:59,295.87,3.59,1.13,50.81,,
13:22:01,295.7,3.54,1.16,50.75,,
13:22:04,296.29,3.6,0.98,50.69,,
13:22:07,296.38,2.95,0.85,50.75,,
13:22:10,296.51,2.9,1.04,50.56,,
13:22:12,299.92,3.6,1.17,50.63,,
13:22:15,296.06,3.54,0.89,50.63,,
13:22:18,296.41,3.48,0.78,50.63,,
13:22:21,296.36,3.5,0.92,50.63,,
13:22:23,295.79,3.65,1.13,50.63,,
13:22:26,294.62,3.61,0.92,50.69,,
13:22:29,296.36,3.52,0.85,50.69,,
13:22:32,295.04,3.5,0.88,50.69,,
13:22:34,295.2,3.56,1.11,50.75,,
13:22:37,295.46,3.58,1.17,50.75,,
13:22:40,295.29,3.5,0.93,50.81,,
13:22:43,294.46,3.53,0.87,50.88,,
13:22:45,294.33,3.58,0.97,50.88,,
13:22:48,295.09,3.56,1.15,50.88,,
13:22:51,293.93,3.51,1.04,50.94,,
13:22:54,293.83,3.52,0.83,50.94,,
13:22:56,293.43,3.52,1.05,51.0,,
13:22:59,293.05,3.54,1.17,51.0,,
13:23:02,294.98,3.57,0.94,51.0,,
13:23:05,295.83,3.53,0.9,51.06,,
13:23:08,295.51,3.55,1.0,51.13,,
13:23:10,295.39,3.5,1.19,51.13,,
13:23:13,295.4,3.57,1.04,51.13,,
13:23:16,295.36,3.53,0.88,51.13,,
13:23:19,294.66,3.59,1.0,51.13,,
13:23:21,293.91,3.5,1.24,51.13,,
13:23:24,294.48,3.53,1.07,51.13,,
13:23:27,294.85,3.52,0.89,51.19,,
13:23:30,294.56,3.57,0.95,51.19,,
13:33:07,295.55,3.53,1.2,51.25,,
13:33:07,295.44,3.57,1.15,51.25,,
13:33:07,294.73,3.51,0.91,51.25,,
13:33:07,295.06,3.59,0.79,51.31,,
13:33:07,294.85,3.53,1.09,51.31,,
13:33:07,296.73,3.58,1.2,51.31,,
13:33:07,296.67,3.54,1.06,51.38,,
13:33:07,296.77,3.53,0.87,51.38,,
13:33:07,295.68,3.56,1.02,51.38,,
13:33:07,295.51,3.48,1.17,51.38,,
13:33:07,294.2,3.59,1.15,51.38,,
13:33:07,294.21,3.5,0.88,51.38,,
13:33:07,293.97,3.48,0.82,51.38,,
13:33:07,294.85,2.84,0.9,51.31,,
13:33:07,293.89,2.91,1.14,51.31,,
13:33:07,293.58,2.86,1.01,51.31,,
13:33:07,294.74,2.85,0.82,51.31,,
13:33:07,294.96,2.88,1.02,51.38,,
13:33:07,295.27,2.9,1.15,51.38,,
13:33:07,295.71,2.85,1.04,51.44,,
13:33:07,296.25,3.31,0.84,51.5,,
13:33:07,295.56,2.87,0.99,51.5,,
13:33:07,295.02,2.87,1.26,51.44,,
13:33:07,294.63,3.52,1.1,51.5,,
13:33:07,300.6,2.88,0.92,51.44,,
13:33:07,296.56,2.93,0.95,51.5,,
13:33:07,295.6,3.57,1.14,51.56,,
13:33:07,295.83,3.58,1.2,51.56,,
13:33:07,295.78,3.54,0.97,51.63,,
13:33:07,294.98,2.88,0.78,51.56,,
13:33:07,293.82,2.89,0.81,51.56,,
13:33:07,294.39,3.57,1.17,51.69,,
13:33:07,293.82,3.5,1.07,51.69,,
13:33:07,293.6,3.6,0.84,51.75,,
13:33:07,293.28,3.54,0.87,51.75,,
13:33:07,295.35,3.6,1.22,51.75,,
13:33:07,294.01,2.9,1.1,51.69,,
13:33:07,295.25,2.89,0.89,51.75,,
13:33:07,295.35,3.58,0.96,51.88,,
13:33:07,294.19,3.57,1.07,51.88,,
13:33:07,295.99,3.52,1.19,51.81,,
13:33:07,294.97,3.54,0.91,51.88,,
13:33:07,295.04,3.58,0.81,51.88,,
13:33:07,295.05,3.57,1.08,51.88,,
13:33:07,296.76,3.52,1.2,51.94,,
13:33:07,295.95,3.54,1.01,51.94,,
13:33:07,294.83,2.78,0.77,51.88,,
13:33:07,296.13,2.88,0.99,51.94,,
13:33:07,296.22,3.53,1.19,52.06,,
13:33:07,296.25,3.54,1.1,52.06,,
13:33:07,298.07,3.47,0.9,52.06,,
13:33:07,295.97,3.53,0.9,52.06,,
13:33:07,295.25,3.56,1.12,52.06,,
13:33:07,295.47,3.59,1.2,52.13,,
13:33:07,295.43,3.52,0.99,52.13,,
13:33:07,296.56,3.55,0.96,52.13,,
13:33:07,297.03,3.53,0.88,52.06,,
13:33:07,297.12,3.56,1.05,52.06,,
13:33:07,297.38,3.64,1.24,52.13,,
13:33:07,298.38,3.49,1.04,52.13,,
13:33:07,301.58,3.58,0.89,52.13,,
13:33:07,297.23,2.98,0.97,52.19,,
13:33:07,296.49,2.87,1.16,52.06,,
13:33:07,295.42,3.56,1.01,52.19,,
13:33:07,296.49,3.52,0.93,52.19,,
13:33:07,293.91,3.56,0.89,52.25,,
13:33:07,295.0,3.51,1.14,52.25,,
13:33:07,296.02,3.51,1.15,52.25,,
13:33:07,296.92,3.52,1.03,52.31,,
13:33:07,296.91,3.54,0.89,52.25,,
13:33:07,297.08,3.54,1.04,52.31,,
13:33:07,296.33,3.56,1.19,52.25,,
13:33:07,296.8,3.57,1.1,52.25,,
13:33:07,296.33,3.45,0.87,52.25,,
13:33:07,292.77,3.48,0.92,52.31,,
13:33:07,294.08,3.47,1.15,52.31,,
13:33:07,293.26,3.55,1.15,52.31,,
13:33:07,296.06,3.44,0.95,52.38,,
13:33:07,297.12,3.58,0.81,52.38,,
13:33:07,294.73,3.44,0.95,52.38,,
13:33:07,296.56,3.58,1.2,52.38,,
13:33:07,295.66,3.56,1.06,52.38,,
13:33:07,295.82,3.51,0.86,52.38,,
13:33:07,294.77,3.47,0.83,52.38,,
13:33:07,294.7,3.55,1.01,52.38,,
13:33:07,292.49,2.87,1.17,52.31,,
13:33:07,293.14,3.52,1.03,52.44,,
13:33:07,297.08,3.54,0.89,52.44,,
13:33:07,298.19,3.56,0.94,52.44,,
13:33:07,294.7,3.47,1.1,52.44,,
13:33:07,294.97,3.52,1.18,52.44,,
13:33:07,296.14,3.43,1.04,52.44,,
13:33:07,295.55,3.52,0.9,52.38,,
13:33:07,296.77,3.52,0.92,52.31,,
13:33:07,296.96,3.53,0.98,52.31,,
13:33:07,297.32,3.51,1.18,52.31,,
13:33:07,295.83,3.6,1.08,52.31,,
13:33:07,296.89,3.55,0.84,52.31,,
13:33:07,296.14,3.61,0.83,52.38,,
13:33:07,295.37,3.5,0.95,52.38,,
13:33:07,295.78,3.46,1.16,52.38,,
13:33:07,294.86,3.49,1.08,52.38,,
13:33:07,296.17,3.49,0.97,52.44,,
13:33:07,297.51,3.66,0.83,52.44,,
13:33:07,296.25,3.53,1.01,52.5,,
13:33:07,296.38,3.57,1.08,52.5,,
13:33:07,295.48,3.49,1.13,52.5,,
13:33:07,296.26,3.51,1.03,52.5,,
13:33:07,298.22,3.54,0.84,52.56,,
13:33:07,298.39,3.5,1.01,52.56,,
13:33:07,296.8,3.51,1.09,52.56,,
13:33:07,293.87,3.52,1.17,52.5,,
13:33:07,295.39,3.45,1.07,52.56,,
13:33:07,296.91,3.57,0.94,52.5,,
13:33:07,298.42,3.53,0.87,52.5,,
13:33:07,295.85,3.55,1.01,52.5,,
13:33:07,295.79,3.48,1.19,52.44,,
13:33:07,296.73,3.49,1.04,52.44,,
13:33:07,296.49,3.47,0.86,52.44,,
13:33:07,293.94,2.84,0.78,52.44,,
13:33:07,298.14,3.56,0.95,52.5,,
13:33:07,294.6,3.51,1.18,52.5,,
13:33:07,294.7,3.57,1.0,52.5,,
13:33:07,296.69,3.51,0.94,52.5,,
13:33:07,297.38,3.5,0.88,52.44,,
13:33:07,298.23,3.45,0.99,52.44,,
13:33:07,296.57,3.53,1.11,52.38,,
13:33:07,297.4,3.46,1.26,52.31,,
13:33:07,297.04,3.56,1.01,52.31,,
13:33:07,296.34,3.55,0.88,52.25,,
13:33:07,296.77,3.54,0.89,52.19,,
13:33:07,298.41,3.52,0.95,52.13,,
13:33:07,297.12,3.5,1.17,52.13,,
13:33:07,296.1,3.47,1.15,52.13,,
13:33:07,297.51,3.5,1.22,52.06,,
13:33:07,297.54,3.51,0.95,52.13,,
13:33:07,297.47,3.54,0.77,52.13,,
13:33:07,297.59,3.48,0.83,52.19,,
13:33:07,298.99,3.54,1.02,52.13,,
13:33:07,297.16,3.56,1.17,52.13,,
13:33:07,295.9,3.52,1.16,52.13,,
13:33:07,297.44,3.53,1.14,52.13,,
13:33:07,297.85,3.47,0.9,52.19,,
13:33:07,295.82,3.6,0.86,52.19,,
13:33:07,296.99,3.52,0.98,52.25,,
13:33:07,298.22,3.53,1.09,52.25,,
13:33:07,295.89,3.57,1.1,52.25,,
13:33:07,296.24,3.51,1.23,52.31,,
13:33:07,297.12,3.49,1.05,52.31,,
13:33:07,295.19,3.5,0.82,52.31,,
13:33:07,295.7,3.49,0.89,52.31,,
13:33:07,298.23,3.48,0.97,52.38,,
13:33:07,299.03,3.52,1.16,52.38,,
13:33:07,298.82,3.5,1.11,52.44,,
13:33:07,296.76,3.56,1.01,52.38,,
13:33:07,296.84,3.49,0.92,52.44,,
13:33:07,297.0,3.51,0.91,52.44,,
13:33:07,296.53,3.49,0.84,52.5,,
13:33:07,298.54,3.52,1.05,52.5,,
13:33:07,297.31,3.5,1.18,52.56,,
13:33:07,295.21,3.51,1.16,52.56,,
13:33:07,298.38,3.49,1.09,52.5,,
13:33:07,296.37,2.95,0.87,52.63,,
13:33:07,297.67,2.84,0.93,52.56,,
13:33:07,297.46,2.87,0.98,52.56,,
13:33:07,296.02,2.81,1.05,52.56,,
13:33:07,293.44,2.88,1.17,52.56,,
13:33:07,297.79,2.86,1.19,52.63,,
13:33:07,298.35,2.84,0.98,52.63,,
13:33:07,297.86,2.86,0.8,52.63,,
13:33:07,296.84,2.85,0.91,52.69,,
13:33:07,298.03,2.87,1.02,52.63,,
13:33:07,297.85,3.53,1.24,52.75,,
13:33:07,305.57,2.95,1.1,52.63,,
13:33:07,295.51,2.92,0.86,52.63,,
13:33:07,297.9,3.58,0.79,52.75,,
13:33:07,298.15,3.56,0.92,52.75,,
13:33:07,300.08,3.58,1.08,52.75,,
13:33:07,294.13,2.88,1.09,52.75,,
13:33:07,303.57,2.93,1.23,52.69,,
13:33:07,298.41,3.56,1.1,52.69,,
13:33:07,298.15,3.55,1.0,52.69,,
13:33:07,299.11,3.5,0.87,52.69,,
13:33:07,297.1,3.56,0.77,52.69,,
13:33:07,301.82,3.55,0.92,52.69,,
13:33:07,299.25,2.87,1.21,52.69,,
13:33:07,297.65,2.88,1.2,52.75,,
13:33:07,300.79,3.57,0.99,52.81,,
13:33:07,296.67,3.57,0.81,52.81,,
13:33:07,297.95,3.48,0.91,52.81,,
13:33:07,299.01,3.48,1.04,52.81,,
13:33:07,298.15,3.54,1.16,52.81,,
13:33:07,296.28,3.48,1.15,52.88,,
13:33:07,299.1,3.5,1.14,52.94,,
13:33:07,297.83,3.53,0.85,52.94,,
13:33:07,296.06,2.95,0.88,52.88,,
13:33:07,301.21,2.84,0.94,52.94,,
13:33:07,299.09,3.54,1.04,53.0,,
13:33:07,296.77,3.49,1.19,53.0,,
13:33:07,298.83,3.57,1.26,53.06,,
13:33:07,297.46,3.58,1.04,53.06,,
13:33:07,297.69,3.59,0.89,53.06,,
13:33:07,296.67,3.5,0.9,53.06,,
13:33:07,297.7,3.54,0.96,53.06,,
13:33:07,296.17,3.48,0.92,53.06,,
13:33:07,294.62,3.42,1.16,53.13,,
13:33:07,297.62,3.5,1.26,53.13,,
13:33:07,296.68,3.49,0.96,53.13,,
13:33:07,295.04,3.56,0.89,53.13,,
13:33:08,296.79,3.54,0.96,53.19,,
13:33:11,297.38,2.98,0.98,53.19,,
13:33:14,297.93,2.89,1.19,53.13,,
13:33:17,297.56,3.52,1.12,53.19,,
13:33:19,297.28,3.59,0.84,53.19,,
13:33:22,295.85,3.56,0.79,53.25,,
13:33:25,297.11,3.55,0.96,53.19,,
13:33:28,298.23,3.51,1.14,53.25,,
13:33:30,298.43,3.53,1.17,53.25,,
13:33:33,297.52,3.5,0.96,53.25,,
13:33:36,296.16,3.55,0.83,53.25,,
13:33:39,294.92,3.59,0.85,53.31,,
13:33:42,297.08,3.51,1.05,53.31,,
13:33:44,298.75,3.53,1.2,53.31,,
13:33:47,297.31,3.57,1.14,53.38,,
13:33:50,296.89,3.56,0.94,53.31,,
13:33:53,298.99,3.6,0.95,53.38,,
13:33:55,299.29,3.58,0.9,53.44,,
13:33:58,299.33,3.53,1.11,53.44,,
13:34:01,296.18,3.6,1.1,53.44,,
13:34:04,295.7,3.6,1.15,53.5,,
13:34:06,298.19,3.65,1.0,53.5,,
13:34:09,298.1,3.58,0.86,53.56,,
13:34:12,298.07,3.56,1.04,53.5,,
13:34:15,292.41,2.97,1.17,53.69,,
13:34:17,295.64,2.88,1.12,53.44,,
13:34:20,295.0,3.59,1.02,53.5,,
13:34:23,296.03,3.57,0.89,53.56,,
13:34:26,297.18,3.59,0.95,53.56,,
13:34:28,296.81,3.54,1.11,53.56,,
13:34:31,297.95,3.56,1.13,53.63,,
13:34:34,297.99,3.5,1.19,53.63,,
13:34:37,299.54,3.61,0.97,53.63,,
13:34:39,298.02,3.6,0.8,53.63,,
13:34:42,298.19,3.55,0.83,53.63,,
13:34:45,298.38,3.59,0.98,53.63,,
13:34:48,299.09,3.55,1.23,53.63,,
13:34:50,298.33,3.65,1.19,53.63,,
13:34:53,295.6,3.58,1.02,53.69,,
13:34:56,298.54,3.53,0.95,53.69,,
13:34:59,299.83,3.6,0.88,53.69,,
13:35:01,297.31,3.58,0.82,53.69,,
13:35:04,298.38,3.58,1.08,53.69,,
13:35:07,299.23,3.63,1.2,53.69,,
13:35:10,298.41,3.69,1.14,53.75,,
13:35:13,297.59,3.69,1.08,53.75,,
13:35:15,298.26,3.7,0.89,53.75,,
13:35:18,298.54,3.55,0.9,53.75,,
13:35:21,297.67,3.55,0.9,53.75,,
13:35:24,298.39,3.61,1.12,53.75,,
13:35:26,297.65,3.63,1.22,53.81,,
13:35:29,296.42,3.68,1.05,53.88,,
13:35:32,298.1,3.91,0.83,53.81,,
13:35:35,296.06,4.59,0.74,53.88,,
13:35:37,298.25,5.03,1.01,53.81,,
13:35:40,299.3,4.9,1.2,53.88,,
13:35:43,302.52,4.92,1.17,53.81,,
13:35:46,298.67,4.45,1.0,53.81,,
13:35:48,297.11,3.73,0.82,53.94,,
13:35:51,296.81,3.67,0.82,53.63,,
13:35:54,297.35,4.37,1.07,53.75,,
13:35:57,297.46,4.4,1.13,53.75,,
13:35:59,296.64,4.4,0.93,53.75,,
13:36:02,300.28,4.43,0.88,53.75,,
13:36:05,299.5,4.41,0.93,53.75,,
13:36:08,299.49,4.45,1.2,53.81,,
13:36:10,300.12,4.39,1.23,53.75,,
13:36:13,300.72,4.43,1.09,53.75,,
13:36:16,299.22,4.41,0.88,53.75,,
13:36:19,299.79,4.45,0.84,53.75,,
13:36:21,300.08,4.4,1.01,53.81,,
13:36:24,300.12,4.35,1.13,53.81,,
13:36:27,299.07,4.33,1.19,53.75,,
13:36:30,298.14,4.37,1.06,53.81,,
13:36:32,299.92,4.38,0.99,53.81,,
13:36:35,298.57,4.4,0.84,53.88,,
13:36:38,297.7,4.38,0.84,53.81,,
13:36:41,299.67,4.38,1.0,53.88,,
13:36:44,300.0,4.46,1.16,53.88,,
13:36:46,298.14,4.41,1.19,53.88,,
13:36:49,299.7,4.42,1.15,53.88,,
13:36:52,298.66,4.41,1.0,53.88,,
13:36:55,299.11,4.35,0.96,53.88,,
13:36:57,300.22,4.42,0.87,53.88,,
13:37:00,298.31,4.38,0.81,53.81,,
13:37:03,298.59,4.39,0.99,53.81,,
13:37:06,297.81,4.36,1.12,53.81,,
13:37:08,297.67,4.4,1.22,53.81,,
13:37:11,300.36,4.39,1.17,53.81,,
13:37:14,298.59,4.3,1.07,53.81,,
13:37:17,300.77,4.89,1.0,53.81,,
