Time,Voltage,Current,Vibration,Temperature,Health Status
13:33:07,237.6570697,2.9,1.15,51.38,Healthy
13:33:07,238.0112171,2.85,1.04,51.44,Healthy
13:33:07,238.4458526,3.31,0.84,51.5,Healthy
13:33:07,237.890485,2.87,0.99,51.5,Healthy
13:33:07,237.4558495,2.87,1.26,51.44,Healthy
13:33:07,237.1419461,3.52,1.1,51.5,Healthy
13:33:07,241.9470828,2.88,0.92,51.44,Healthy
13:33:07,238.6953655,2.93,0.95,51.5,Healthy
13:33:07,237.9226802,3.57,1.14,51.56,Healthy
13:33:07,238.1078028,3.58,1.2,51.56,Healthy
13:33:07,238.0675587,3.54,0.97,51.63,Healthy
13:33:07,237.4236543,2.88,0.78,51.56,Healthy
13:33:07,236.4899929,2.89,0.81,51.56,Healthy
13:33:07,236.9487748,3.57,1.17,51.69,Healthy
13:33:07,236.4899929,3.5,1.07,51.69,Healthy
13:33:07,236.3129192,3.6,0.84,51.75,Healthy
13:33:07,236.0553574,3.54,0.87,51.75,Healthy
13:33:07,237.7214601,3.6,1.22,51.75,Healthy
13:33:07,236.6429202,2.9,1.1,51.69,Healthy
13:33:07,237.6409721,2.89,0.89,51.75,Healthy
13:33:07,237.7214601,3.58,0.96,51.88,Healthy
13:33:07,236.7877987,3.57,1.07,51.88,Healthy
13:33:07,238.2365836,3.52,1.19,51.81,Healthy
13:33:07,237.4156055,3.54,0.91,51.88,Healthy
13:33:07,237.4719472,3.58,0.81,51.88,Healthy
13:33:07,237.479996,3.57,1.08,51.88,Healthy
13:33:07,238.8563416,3.52,1.2,51.94,Healthy
13:33:07,238.2043884,3.54,1.01,51.94,Healthy
13:33:07,237.3029222,2.78,0.77,51.88,Healthy
13:33:07,238.3492669,2.88,0.99,51.94,Healthy
13:33:07,238.4217062,3.53,1.19,52.06,Healthy
13:33:07,238.4458526,3.54,1.1,52.06,Healthy
13:33:07,239.9107351,3.47,0.9,52.06,Healthy
13:33:07,238.220486,3.53,0.9,52.06,Healthy
13:33:07,237.6409721,3.56,1.12,52.06,Healthy
13:33:07,237.8180458,3.59,1.2,52.13,Healthy
13:33:07,237.7858506,3.52,0.99,52.13,Healthy
13:33:07,238.6953655,3.55,0.96,52.13,Healthy
13:33:07,239.0736594,3.53,0.88,52.06,Healthy
13:33:07,239.1460986,3.56,1.05,52.06,Healthy
13:33:07,239.3553676,3.64,1.24,52.13,Healthy
13:33:07,240.1602481,3.49,1.04,52.13,Healthy
13:33:07,242.7358657,3.58,0.89,52.13,Healthy
13:33:07,239.2346355,2.98,0.97,52.19,Healthy
13:33:07,238.6390239,2.87,1.16,52.06,Healthy
13:33:07,237.7778017,3.56,1.01,52.19,Healthy
13:33:07,238.6390239,3.52,0.93,52.19,Healthy
13:33:07,236.5624322,3.56,0.89,52.25,Healthy
13:33:07,237.4397519,3.51,1.14,52.25,Healthy
13:33:07,238.2607301,3.51,1.15,52.25,Healthy
13:33:07,238.9851225,3.52,1.03,52.31,Healthy
13:33:07,238.9770737,3.54,0.89,52.25,Healthy
13:33:07,239.1139034,3.54,1.04,52.31,Healthy
13:33:07,238.510243,3.56,1.19,52.25,Healthy
13:33:07,238.8885369,3.57,1.1,52.25,Healthy
13:33:07,238.510243,3.45,0.87,52.25,Healthy
13:33:07,235.6448684,3.48,0.92,52.31,Healthy
13:33:07,236.6992619,3.47,1.15,52.31,Healthy
13:33:07,236.0392598,3.55,1.15,52.31,Healthy
13:33:07,238.2929253,3.44,0.95,52.38,Healthy
13:33:07,239.1460986,3.58,0.81,52.38,Healthy
13:33:07,237.2224342,3.44,0.95,52.38,Healthy
13:33:07,238.6953655,3.58,1.2,52.38,Healthy
13:33:07,237.9709731,3.56,1.06,52.38,Healthy
13:33:07,238.099754,3.51,0.86,52.38,Healthy
13:33:07,237.2546294,3.47,0.83,52.38,Healthy
13:33:07,237.1982878,3.55,1.01,52.38,Healthy
13:33:07,235.4195018,2.87,1.17,52.31,Healthy
13:33:07,235.9426742,3.52,1.03,52.44,Healthy
13:33:07,239.1139034,3.54,0.89,52.44,Healthy
13:33:07,240.0073208,3.56,0.94,52.44,Healthy
13:33:07,237.1982878,3.47,1.1,52.44,Healthy
13:33:07,237.4156055,3.52,1.18,52.44,Healthy
13:33:07,238.3573157,3.43,1.04,52.44,Healthy
13:33:07,237.8824362,3.52,0.9,52.38,Healthy
13:33:07,238.8643904,3.52,0.92,52.31,Healthy
13:33:07,239.0173177,3.53,0.98,52.31,Healthy
13:33:07,239.3070747,3.51,1.18,52.31,Healthy
13:33:07,238.1078028,3.6,1.08,52.31,Healthy
13:33:07,238.9609761,3.55,0.84,52.31,Healthy
13:33:07,238.3573157,3.61,0.83,52.38,Healthy
13:33:07,237.7375577,3.5,0.95,52.38,Healthy
13:33:07,238.0675587,3.46,1.16,52.38,Healthy
13:33:07,237.3270687,3.49,1.08,52.38,Healthy
13:33:07,238.3814621,3.49,0.97,52.44,Healthy
13:33:07,239.460002,3.66,0.83,52.44,Healthy
13:33:07,238.4458526,3.53,1.01,52.5,Healthy
13:33:07,238.550487,3.57,1.08,52.5,Healthy
13:33:07,237.8260946,3.49,1.13,52.5,Healthy
13:33:07,238.4539014,3.51,1.03,52.5,Healthy
13:33:07,240.0314672,3.54,0.84,52.56,Healthy
13:33:07,240.1682969,3.5,1.01,52.56,Healthy
13:33:07,238.8885369,3.51,1.09,52.56,Healthy
13:33:07,236.5302369,3.52,1.17,52.5,Healthy
13:33:07,237.7536553,3.45,1.07,52.56,Healthy
13:33:07,238.9770737,3.57,0.94,52.5,Healthy
13:33:07,240.1924433,3.53,0.87,52.5,Healthy
13:33:07,238.1239004,3.55,1.01,52.5,Healthy
13:33:07,238.0756075,3.48,1.19,52.44,Healthy
13:33:07,238.8321952,3.49,1.04,52.44,Healthy
13:33:07,238.6390239,3.47,0.86,52.44,Healthy
13:33:07,236.5865786,2.84,0.78,52.44,Healthy
13:33:07,239.9670767,3.56,0.95,52.5,Healthy
13:33:07,237.1177997,3.51,1.18,52.5,Healthy
13:33:07,237.1982878,3.57,1,52.5,Healthy
13:33:07,238.8,3.51,0.94,52.5,Healthy
13:33:07,239.3553676,3.5,0.88,52.44,Healthy
13:33:07,240.039516,3.45,0.99,52.44,Healthy
13:33:07,238.7034143,3.53,1.11,52.38,Healthy
13:33:07,239.3714652,3.46,1.26,52.31,Healthy
13:33:07,239.0817082,3.56,1.01,52.31,Healthy
13:33:07,238.5182918,3.55,0.88,52.25,Healthy
13:33:07,238.8643904,3.54,0.89,52.19,Healthy
13:33:07,240.1843945,3.52,0.95,52.13,Healthy
13:33:07,239.1460986,3.5,1.17,52.13,Healthy
13:33:07,238.3251205,3.47,1.15,52.13,Healthy
13:33:07,239.460002,3.5,1.22,52.06,Healthy
13:33:07,239.4841484,3.51,0.95,52.13,Healthy
13:33:07,239.4278068,3.54,0.77,52.13,Healthy
13:33:07,239.5243925,3.48,0.83,52.19,Healthy
13:33:07,240.6512252,3.54,1.02,52.13,Healthy
13:33:07,239.1782938,3.56,1.17,52.13,Healthy
13:33:07,238.1641444,3.52,1.16,52.13,Healthy
13:33:07,239.4036604,3.53,1.14,52.13,Healthy
13:33:07,239.7336614,3.47,0.9,52.19,Healthy
13:33:07,238.099754,3.6,0.86,52.19,Healthy
13:33:07,239.0414642,3.52,0.98,52.25,Healthy
13:33:07,240.0314672,3.53,1.09,52.25,Healthy
13:33:07,238.1560956,3.57,1.1,52.25,Healthy
13:33:07,238.4378038,3.51,1.23,52.31,Healthy
13:33:07,239.1460986,3.49,1.05,52.31,Healthy
13:33:07,237.5926792,3.5,0.82,52.31,Healthy
13:33:07,238.0031683,3.49,0.89,52.31,Healthy
13:33:07,240.039516,3.48,0.97,52.38,Healthy
13:33:07,240.6834204,3.52,1.16,52.38,Healthy
13:33:07,240.5143955,3.5,1.11,52.44,Healthy
13:33:07,238.8563416,3.56,1.01,52.38,Healthy
13:33:07,238.9207321,3.49,0.92,52.44,Healthy
13:33:07,239.049513,3.51,0.91,52.44,Healthy
13:33:07,238.6712191,3.49,0.84,52.5,Healthy
13:33:07,240.289029,3.52,1.05,52.5,Healthy
13:33:07,239.2990259,3.5,1.18,52.56,Healthy
13:33:07,237.6087768,3.51,1.16,52.56,Healthy
13:33:07,240.1602481,3.49,1.09,52.5,Healthy
13:33:07,238.5424382,2.95,0.87,52.63,Healthy
13:33:07,239.5887829,2.84,0.93,52.56,Healthy
13:33:07,239.419758,2.87,0.98,52.56,Healthy
13:33:07,238.2607301,2.81,1.05,52.56,Healthy
13:33:07,236.1841383,2.88,1.17,52.56,Healthy
13:33:07,239.6853686,2.86,1.19,52.63,Healthy
13:33:07,240.1361017,2.84,0.98,52.63,Healthy
13:33:07,239.7417102,2.86,0.8,52.63,Healthy
13:33:07,238.9207321,2.85,0.91,52.69,Healthy
13:33:07,239.8785399,2.87,1.02,52.63,Healthy
13:33:07,239.7336614,3.53,1.24,52.75,Healthy
13:33:07,245.947339,2.95,1.1,52.63,Healthy
13:33:07,237.850241,2.92,0.86,52.63,Healthy
13:33:07,239.7739054,3.58,0.79,52.75,Healthy
13:33:07,239.9751256,3.56,0.92,52.75,Healthy
13:33:07,241.5285449,3.58,1.08,52.75,Healthy
13:33:07,236.7395059,2.88,1.09,52.75,Healthy
13:33:07,244.3375779,2.93,1.23,52.69,Healthy
13:33:07,240.1843945,3.56,1.1,52.69,Healthy
13:33:07,239.9751256,3.55,1,52.69,Healthy
13:33:07,240.7478108,3.5,0.87,52.69,Healthy
13:33:07,239.130001,3.56,0.77,52.69,Healthy
13:33:07,242.929037,3.55,0.92,52.69,Healthy
13:33:07,240.8604941,2.87,1.21,52.69,Healthy
13:33:07,239.5726853,2.88,1.2,52.75,Healthy
13:33:07,242.1000101,3.57,0.99,52.81,Healthy
13:33:07,238.7839024,3.57,0.81,52.81,Healthy
13:33:07,239.8141494,3.48,0.91,52.81,Healthy
13:33:07,240.6673228,3.48,1.04,52.81,Healthy
13:33:07,239.9751256,3.54,1.16,52.81,Healthy
13:33:07,238.469999,3.48,1.15,52.88,Healthy
13:33:07,240.739762,3.5,1.14,52.94,Healthy
13:33:07,239.7175638,3.53,0.85,52.94,Healthy
13:33:07,238.2929253,2.95,0.88,52.88,Healthy
13:33:07,242.4380599,2.84,0.94,52.94,Healthy
13:33:07,240.7317132,3.54,1.04,53,Healthy
13:33:07,238.8643904,3.49,1.19,53,Healthy
13:33:07,240.5224443,3.57,1.26,53.06,Healthy
13:33:07,239.419758,3.58,1.04,53.06,Healthy
13:33:07,239.6048805,3.59,0.89,53.06,Healthy
13:33:07,238.7839024,3.5,0.9,53.06,Healthy
13:33:07,239.6129293,3.54,0.96,53.06,Healthy
